,p,comp,diameter,avg_short_path,density,avg_clustering
0,0.01,45,0,0.0,0.011494252873563218,0.0
1,0.02,15,0,0.0,0.020637408568443052,0.0
2,0.03,7,0,0.0,0.027690700104493208,0.0
3,0.04,2,0,0.0,0.04101358411703239,0.023971861471861478
4,0.05,2,0,0.0,0.047021943573667714,0.06151695526695527
5,0.060000000000000005,2,0,0.0,0.05747126436781609,0.04208070969434607
6,0.06999999999999999,1,5,2.6705851619644725,0.07079414838035528,0.07507908757908756
7,0.08,1,5,2.4853709508881923,0.08045977011494253,0.08484999848636209
8,0.09,1,4,2.3427377220480667,0.09352142110762801,0.09456304427895333
9,0.09999999999999999,3,0,0.0,0.10057471264367816,0.10603630252694422
10,0.11,1,4,2.243730407523511,0.10553814002089865,0.11381423834632387
11,0.12,1,4,2.12042842215256,0.12251828631138977,0.1240454756840557
12,0.13,1,3,2.060344827586207,0.13192267502612331,0.13979262413244253
13,0.14,1,3,2.0543364681295717,0.13113897596656218,0.11921820195550134
14,0.15000000000000002,1,3,1.9704806687565308,0.1481191222570533,0.15449902665196072
15,0.16,1,3,1.910135841170324,0.164576802507837,0.16991092969403543
16,0.17,1,3,1.9088296760710555,0.16248693834900732,0.16258206600645317
17,0.18000000000000002,1,3,1.8657262277951934,0.1810344827586207,0.1767049521296926
18,0.19,1,3,1.8375130616509927,0.19148380355276906,0.19682716543420584
19,0.2,1,3,1.817398119122257,0.2035005224660397,0.1949304978552001
20,0.21000000000000002,1,3,1.8074712643678161,0.20950888192267503,0.21108726015344262
21,0.22,1,3,1.7891849529780564,0.22126436781609196,0.2271223774702463
22,0.23,1,3,1.7863113897596656,0.22387669801462906,0.22127960324765805
23,0.24000000000000002,1,3,1.7591431556948798,0.2442528735632184,0.24761268277434587
24,0.25,1,3,1.7586206896551724,0.24582027168234064,0.24503589298356207
25,0.26,1,3,1.7426854754440961,0.25862068965517243,0.2601864567782964
26,0.27,1,3,1.7374608150470219,0.26410658307210033,0.26729762173997873
27,0.28,1,3,1.727533960292581,0.27298850574712646,0.2743799916093214
28,0.29000000000000004,1,3,1.7149947753396029,0.2857889237199582,0.28521050863360475
29,0.3,1,3,1.7061128526645768,0.2941483803552769,0.29147184189461117
30,0.31,1,3,1.694096133751306,0.30616509926854757,0.30236388471884584
31,0.32,1,3,1.6862591431556948,0.31400208986415884,0.31590916071389324
